Individual	Population	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
216	48.1	-0.0263967	0.0722845	0.27337	0.0832824	-0.160316	-0.0324566	0.0590321	-0.165615	0.11892	0.148547
217	48.1	-0.0614809	-0.144521	-0.0585555	-0.203446	0.17788	-0.204179	-0.0360175	-0.0913652	-0.0522772	0.216536
218	48.1	-0.0930981	0.0539198	-0.0720455	-0.0451095	-0.0579858	-0.026665	0.119303	-0.149055	0.0385393	0.0371083
219	48.1	0.0276873	-0.0872785	0.117474	-0.146554	-0.0963448	-0.148523	-0.135159	-0.102781	-0.0157295	0.0361346
223	48.1	-0.0706105	-0.0439393	0.0798869	0.052827	-0.0204383	-0.0327083	-0.23334	0.0307742	-0.122746	0.0211677
224	48.1	0.0632417	-0.00690924	0.00784286	-0.0388313	0.0138125	-0.0431213	0.0191518	0.0353036	0.0407398	0.0464878
225	48.1	-0.186458	0.0296221	-0.00756509	0.0290704	0.0447463	0.222226	0.0279271	-0.00228645	0.0334819	0.0877262
226	48.1	0.0048949	-0.0179572	-0.0349584	0.0319889	-0.00722844	-0.0455092	0.14612	-0.0450839	-0.0267997	-7.26E-05
228	48.1	0.0933083	0.0965641	-0.00726462	-0.00369624	-0.0592353	-0.0322207	-0.0798125	-0.00315383	-0.102019	0.0820125
229	48.1	-0.0127763	-0.00362227	0.0295	0.0288741	0.00234692	-0.0234973	-0.00835247	-0.0305667	-0.00968325	0.0329531
230	48.1	-0.00603352	-0.0456827	-0.0973004	0.00439082	0.0439334	0.0342466	-0.0329177	0.0149464	-0.0390353	-0.00601597
231	48.1	-0.025164	-0.0435974	-0.0520957	-0.0218285	0.0163524	-0.0383517	-0.0157358	0.0407096	0.0206197	-0.0115339
232	48.1	-0.00534546	-0.00958634	0.0220473	0.0946103	0.00772938	-0.0239809	0.0267578	-0.000173254	-0.0366037	-0.0284668
233	48.1	0.0474879	0.0577054	0.0411992	0.000760876	-0.0264052	-0.0128528	0.0490983	0.0507899	0.0483549	-0.121259
234	48.1	-0.0895116	-0.0637409	0.0717161	-0.0651056	-0.0565573	0.0690474	-0.0371508	0.0813618	0.0603061	0.00411038
235	48.1	-0.0423073	-0.0157468	0.132707	-0.119488	-0.0556737	0.0213046	0.0384571	0.238811	0.124827	-0.0288448
238	48.2	-0.102966	0.0137656	0.0115255	-0.00137646	0.0338485	-0.123071	0.176944	-0.0468787	-0.0862473	-0.223341
240	48.2	0.00723899	0.0358608	0.00711144	-0.029636	0.0724232	-0.033768	0.0265079	-0.051493	0.00960391	-0.0525707
241	48.2	-0.156764	-0.0320646	-0.0357046	0.208766	-0.02407	-0.0405497	-0.0632326	-0.167639	-0.0507098	-0.134358
242	48.2	0.0646139	-0.000838837	-0.0158226	-0.0667481	-0.0600258	0.0319248	-0.00466541	-0.109705	-0.0168763	0.054437
243	48.2	0.0422094	0.0225066	-0.0199018	-0.0457744	-0.0469151	-0.0112137	-0.0296629	-0.0101535	-0.0744275	-0.00203525
244	48.2	0.0615832	-0.0666937	-0.00487828	0.0850657	0.0281676	-0.0422823	0.0131617	0.100069	0.0222383	0.0312091
247	48.2	-0.00234355	0.00399546	-0.0179643	-0.0646594	0.0706194	-0.0039231	0.00716359	0.0426297	0.000302667	0.0122201
248	48.2	0.00966945	-0.0183843	0.106989	0.104163	-0.102702	-0.0271933	-0.0182285	-0.118188	-0.0489307	-0.0664708
249	48.2	-0.0301738	0.00720773	0.0417613	0.0131535	0.0357172	-0.0433532	-0.0769097	0.0507049	0.0011559	0.0567073
250	48.2	-0.030715	-0.0754564	-0.0141359	-0.0252326	-0.06966	-0.0721414	0.00511259	0.0917098	0.0497557	-0.0836309
251	48.2	0.0387309	-0.0265047	-0.00227344	0.0185008	0.033957	0.00172942	-0.0398681	-0.002994	-0.000750977	-0.0119227
252	48.2	-0.007113	0.04716	0.0196681	-0.0340768	-0.0577882	-0.0117211	-0.0221897	-0.0216507	0.0366847	-0.0142609
253	48.2	0.0855805	0.0462432	0.0685715	-0.149058	0.165007	-0.0317823	0.124376	0.00688793	0.465432	0.025737
254	48.2	-0.0391746	-0.021035	-0.011606	0.0168236	-0.0596168	0.056372	-0.0742792	-0.0815803	-0.00333966	0.0138213
258	48.2	0.0229499	0.0259779	-0.0360567	0.00733839	-0.0315309	0.00315552	0.0217027	0.00850097	-0.0313166	0.00615418
259	48.2	-0.0259619	0.0491453	0.0559762	-0.0318048	-0.0557793	-0.054457	-0.00902469	-0.0637601	-0.0472433	-0.055903
260	48.2	0.0265219	-0.0421391	0.0358478	-0.0236823	0.0150453	-0.0142392	-0.0581132	0.0122528	-0.0203103	0.0441117
261	48.2	0.310043	0.224884	-0.0941419	0.50528	0.0724429	0.307354	0.051795	-0.0615389	-0.0395284	0.261941
262	48.2	0.0610056	-0.0129151	0.00906107	-0.0968368	-0.032448	0.00148809	0.0181923	-0.0191561	-0.00178726	0.053201
263	48.2	0.0582176	0.00963096	-0.0527392	-0.0115673	0.0139233	0.105271	-0.0638333	0.119424	-0.161006	0.0178698
264	48.2	0.0926679	0.0468044	0.0298367	0.113756	-0.037408	-0.0236276	-0.0467237	0.114987	0.01966	-0.144851
265	48.2	0.000418188	0.00617444	0.020106	0.112622	-0.0177891	-0.0941103	0.129718	0.0677685	0.0935339	-0.224365
266	48.2	0.087562	-0.170571	-0.0261715	-0.0220689	-0.0292522	-0.0159676	-0.266219	-0.0707917	0.24913	-0.0668982
267	48.2	-0.0455322	-0.0167367	-0.0227984	0.106483	-0.139001	0.120697	0.17971	-0.235408	0.0871759	-0.0488083
268	48.2	0.0955349	-0.0365508	-0.167016	-0.0644213	-0.0481452	0.0785209	0.0297605	-0.103852	0.0168902	-0.0381355
269	48.2	0.0407968	0.0345716	-0.015976	0.0374776	0.0347694	-0.0218195	-0.0284282	-0.00663874	-0.0583731	0.0283903
271	48.2	0.0203041	0.0236606	0.0444584	0.00478626	0.0321111	-0.0150562	-0.0678269	0.011808	-0.0343218	-0.03528
272	48.2	0.0969042	-0.00438797	-0.0182063	-0.0209278	-0.0367238	0.0860511	-0.13135	-0.173813	0.136055	-0.00335099
275	48.2	-0.0140294	0.0456295	0.0723438	-0.0168976	-0.0189236	-0.0325358	0.00521564	0.0365725	-0.06939	0.0323316
276	48.2	0.0196169	-0.0176156	-0.0367056	0.000694452	-6.86E-05	0.00249534	0.0533882	-0.0426975	0.0234288	-0.0474106
277	48.2	-0.193068	-0.0958877	-0.171823	0.00597092	0.269446	0.165319	-0.440824	0.132363	0.0325936	-0.16028
278	48.2	-0.068355	0.0481002	-0.0159582	0.0304555	-0.122476	-0.0252088	-0.0153265	0.0658027	0.0833327	0.0896748
279	48.2	0.0146949	0.0057062	-0.0530397	0.00998224	-0.0250406	0.0903164	0.0380808	0.0368998	-0.0150611	0.030735
280	48.2	-0.00463372	0.0293655	0.00128481	-0.0112446	-0.0224445	-0.00911054	-0.0239892	0.0090473	0.0199515	0.0107177
281	48.2	0.134552	0.208768	0.0698528	0.216604	0.0276415	-0.224718	0.104182	0.179957	0.0678144	0.0462782
283	48.2	-0.00434347	0.0365382	-0.0135368	0.0295122	0.011741	-0.0594105	-0.00634589	0.00724134	-0.0378318	0.0250549
284	48.2	-0.156637	-0.0142314	0.0350137	0.106272	-0.11244	0.142543	-0.0172658	-0.281887	0.0555334	-0.224251
285	48.2	-0.0371954	-0.012357	0.0798099	0.0785713	0.0028706	-0.122017	-0.0504849	-0.0883926	0.0679656	-0.168424
286	48.2	0.0464592	0.0079614	0.0363175	0.0529603	0.0257578	-0.00424135	0.0890549	0.0140653	-0.074482	-0.0368881
290	48.4	0.0130323	0.00690916	0.0858978	-0.00140411	0.186095	-0.129319	0.077374	-0.0101493	0.0038536	0.144858
291	48.4	-0.54844	0.196562	-0.223991	0.136426	-0.0625256	0.129052	0.117265	0.287883	0.14099	0.194705
293	48.4	0.0075533	0.14407	0.0889425	-0.0764822	0.0404694	-0.118159	0.0439746	-0.0452271	-0.177913	0.0636064
295	48.4	0.0540296	-0.0472664	-0.0219903	0.0365266	-0.0667273	-0.0300483	-0.036616	0.149573	0.0554584	-0.0144791
296	48.4	-0.0196738	-0.0174527	0.00621866	-0.0084035	0.054381	-0.0970164	-0.0350933	0.0674513	-0.0504301	-0.0549491
297	48.4	-0.134942	-0.0304702	-0.030015	-0.0513803	-0.171861	0.0744234	0.0124327	-0.118956	0.283592	0.0152644
298	48.4	-0.0150317	0.018442	-0.00127817	-0.0147101	-0.0145924	-0.0173017	0.00900086	0.00954356	0.0157405	0.0205646
299	48.4	0.0258953	0.0837045	-0.0169596	-0.0378987	0.0588973	0.0303221	-0.0366412	0.0801797	0.0987397	-0.034111
300	48.4	0.0515454	0.131729	0.0462305	0.050407	-0.137229	-0.108611	-0.183914	-0.04468	-0.158787	0.137404
301	48.4	0.037857	0.0454008	0.0755395	-0.00363673	-0.0162407	0.069815	-0.125542	0.0529225	-0.174082	-0.0177766
304	48.4	0.0835254	0.0394738	-0.081024	0.0244292	0.00609738	0.011756	-0.0297158	-0.00547927	0.050011	-0.000471216
305	48.4	0.0179343	0.00744963	-0.148445	-0.105183	0.031142	-0.114695	0.058375	0.0885341	-0.0315349	0.0366836
322	48.4	0.0147485	0.0543988	0.0865818	-0.0903359	-0.0410183	-0.0196844	0.0351779	0.0318284	0.0629735	0.0662693
332	48.4	-0.0175576	-0.00109901	-0.0611084	-0.0595989	0.0343929	-0.0574894	-0.0800159	0.140351	-0.0191932	0.0712742
335	48.4	0.0113822	0.0236831	0.0534149	0.00491581	0.00842904	-0.0167024	0.024104	-0.0461505	0.023187	-0.0319375
337	48.4	0.0255218	0.000902951	0.0282808	0.0463386	-0.0144663	-0.0764229	-0.0364787	0.017423	0.073428	0.0240641
339	48.4	0.00445701	0.0229994	-0.0115743	-0.011724	0.00062171	-0.00568673	-0.00326027	-0.0127652	-0.0359426	0.0076594
342	48.4	-0.0149484	-0.0979133	0.0606496	-0.0673718	0.07283	0.0319419	-0.00649408	0.0364813	0.00882733	-0.0251777
348	48.4	-0.0188428	-0.35655	0.392987	-0.0933612	0.153709	0.434812	0.0832249	-0.0608791	-0.141391	0.294528
349	48.4	-0.0781095	-0.00590441	-0.0552303	0.0240106	0.0179419	0.0546673	0.0244018	0.0607759	0.109483	0.0306199
353	48.4	-0.139238	0.040431	-0.0747189	0.0871833	0.104735	-0.0521425	-0.0945588	0.0900091	-0.21844	0.043525
354	48.4	-0.00823707	-0.000694828	-0.0273854	-0.0581222	0.0312249	0.0548731	-0.0479289	-0.0441561	0.00175954	0.0174393
357	48.4	0.0341481	-0.0337627	0.00276193	-0.0262878	-0.00602806	-0.00555161	0.0096214	-0.0224995	-0.00542829	0.024378
358	48.4	-0.0212701	0.0084292	-0.000409658	0.0135478	0.000156296	-0.0249426	0.0413418	0.0117917	-0.0629765	-0.0439832
388	48.4	0.131566	-0.0735209	0.0273117	0.00623781	0.284637	-0.0931171	0.124199	-0.00742691	0.256332	0.2247
391	48.4	0.0183131	-0.0176953	-0.0329866	0.157483	0.0956679	0.0107457	-0.0701307	0.0158003	-0.0166985	0.0892597
